word,x,y
ほとんど,7.922870635986328,-2.302611827850342
""")",-0.7611724734306335,5.146175384521484
面,10.602386474609375,-0.2427431344985962
制作,-1.0155824422836304,3.696042537689209
[明治],-6.297524452209473,-1.7537672519683838
続け,-3.1982688903808594,-2.968722343444824
[イギリス],-4.572493553161621,2.1376566886901855
2年,-9.559593200683594,2.2817506790161133
受賞,-8.348516464233398,3.9027748107910156
機能,12.392074584960938,4.548386096954346
町,-2.55893611907959,-0.5283267498016357
11月,-9.27934455871582,6.767141819000244
実施,-0.8604492545127869,10.827357292175293
勝利,-5.3192291259765625,-0.5839054584503174
持っ,4.570709228515625,-8.711043357849121
製造,4.8260602951049805,9.60562801361084
対応,9.664198875427246,5.038246154785156
最終,-2.1840639114379883,4.021562099456787
ところ,4.574598789215088,-6.109845161437988
事業,-0.71417236328125,7.780389308929443
名称,1.559221863746643,7.0276384353637695
[2010年],-5.754222869873047,12.324015617370605
以前,-0.050444602966308594,2.431218147277832
大学,-5.291050910949707,2.692742347717285
搭載,10.661299705505371,9.758825302124023
含む,3.8045663833618164,2.502805233001709
路線,3.0453128814697266,9.048479080200195
最大,5.116592884063721,5.238100051879883
公開,-3.2135977745056152,8.9987211227417
実際,5.928951740264893,-2.216277837753296
人口,0.5365716218948364,6.239318370819092
三,-1.6762503385543823,-3.498011827468872
)」,0.8984694480895996,-0.0738600492477417
加え,3.7656049728393555,-0.2517963647842407
ここ,3.2979040145874023,-2.7346532344818115
[2007年],-6.13038444519043,11.976519584655762
成功,-2.457226276397705,-0.22934123873710632
重要,4.994766712188721,-2.675642728805542
決定,-1.257943868637085,4.889896869659424
名前,1.0917679071426392,-3.3871753215789795
設定,8.961296081542969,4.152111530303955
内容,6.497942924499512,-0.457713782787323
発見,1.1596523523330688,-2.7441213130950928
様々,5.947806358337402,-2.1624627113342285
時期,0.18522989749908447,1.4348485469818115
長,-2.9864444732666016,0.37778234481811523
10月,-8.284650802612305,7.094972133636475
いっ,0.4836772680282593,-6.5978240966796875
[2008年],-6.021435737609863,11.860572814941406
方,7.966021537780762,-6.132155895233154
[2009年],-6.171988487243652,11.970913887023926
通常,11.557147026062012,2.8403663635253906
異なる,12.499353408813477,0.47935426235198975
[平成],-2.32330322265625,12.554882049560547
[フランス],-5.125733852386475,1.4494857788085938
～,-2.8899929523468018,8.457170486450195
特徴,12.045591354370117,0.20649243891239166
子,-0.4422001242637634,-8.121478080749512
期,-1.537365198135376,0.44419732689857483
大きく,8.261862754821777,-1.263258695602417
いく,4.554459571838379,-5.914267539978027
アルバム,-0.25402337312698364,5.658775329589844
別,5.690833568572998,-0.47340112924575806
メンバー,-2.782919406890869,1.639136791229248
3年,-9.775430679321289,2.349174737930298
技術,7.283882141113281,2.2764415740966797
[2006年],-6.4416046142578125,11.927943229675293
再び,-5.74100923538208,-0.628183126449585
に対し,2.0452098846435547,-1.5942583084106445
入り,-5.373712539672852,-0.20356568694114685
9月,-8.472729682922363,6.743566989898682
契約,-3.5541090965270996,7.450996398925781
あるいは,6.479544639587402,-4.329539775848389
予定,-1.6178042888641357,10.585733413696289
製作,0.00977933406829834,5.1506876945495605
手,3.7307138442993164,-7.197688102722168
しまう,5.903472423553467,-8.694967269897461
9,0.6804090738296509,7.231022357940674
認め,-1.2101068496704102,-3.6251115798950195
初期,3.1870594024658203,-0.0718265175819397
000,2.709871292114258,3.89205002784729
すべて,5.938350677490234,0.3973141312599182
7月,-8.737678527832031,6.569967269897461
"(""",0.5784295797348022,0.483712762594223
参照,2.770254611968994,2.9510090351104736
車両,8.651548385620117,10.440820693969727
勝,-5.528568267822266,3.134690284729004
会社,-1.2228624820709229,4.979901313781738
組織,-0.7984863519668579,1.015519380569458
[2011年],-5.771559238433838,12.275238990783691
新た,-0.6859363913536072,2.6081395149230957
A,3.6800079345703125,6.656217098236084
出,0.5223941802978516,-7.409905433654785
運行,1.9076787233352661,11.458999633789062
挙げ,-1.2166388034820557,-2.139390230178833
理由,2.007206916809082,-2.8801703453063965
グループ,0.24371862411499023,5.337466239929199
政府,-4.602097511291504,0.5725588798522949
王,-4.122531890869141,-9.670341491699219
評価,2.680924892425537,-0.19036182761192322
リリース,-1.2724127769470215,9.041316986083984
入っ,-1.1999469995498657,-3.381373643875122
事件,-4.460504531860352,-4.14699649810791
システム,10.62999439239502,7.435883045196533
役,-3.0918965339660645,-5.155577659606934
設計,6.299426078796387,7.035543918609619
多数,4.488473892211914,-0.8804963231086731
市,-4.567008018493652,3.7686805725097656
12,0.456026554107666,6.176077842712402
その他,4.094248294830322,1.777867317199707
1月,-8.696170806884766,6.616347312927246
6月,-8.469655990600586,6.463492393493652
5月,-9.081429481506348,6.017359256744385
導入,4.457901477813721,8.99532699584961
人物,-0.5386180877685547,-8.356679916381836
ゲーム,8.48058795928955,3.172250747680664
生産,5.530977249145508,8.18571949005127
南,-2.9395012855529785,0.11178197711706161
果たし,-6.674835205078125,0.2994387149810791
翌,-12.057229042053223,5.487729072570801
法,4.5011677742004395,0.12121587991714478
部隊,0.7077641487121582,0.8417518138885498
そのため,4.981171131134033,-1.9816694259643555
末,-5.85451078414917,1.6605911254882812
彼女,-2.6558990478515625,-8.787803649902344
死去,-15.61121654510498,-1.9936225414276123
[東京都],-5.173646926879883,7.3415656089782715
展開,3.044806957244873,2.474857807159424
よる,-2.1853442192077637,-1.8782405853271484
廃止,-2.7528347969055176,8.964605331420898
言わ,0.6544077396392822,-9.982050895690918
台,4.679015636444092,8.576467514038086
同時に,2.3017945289611816,0.7278207540512085
施設,3.4622488021850586,6.961634635925293
[ドイツ],-4.1436357498168945,3.0072319507598877
北,-2.3761229515075684,0.7025864124298096
人気,-0.23253458738327026,-0.0665903091430664
運営,-2.803471565246582,7.719764232635498
東,-3.9594244956970215,0.7694699764251709
音楽,0.2647017240524292,-1.7929582595825195
都市,0.9250904321670532,3.509826898574829
表記,3.2536587715148926,3.150120973587036
ん,-1.646385669708252,-4.609587669372559
8月,-8.376758575439453,6.360595703125
[2012年],-6.011719703674316,12.137514114379883
ほぼ,7.152015686035156,1.757235050201416
モデル,4.9846391677856445,5.790040969848633
全体,8.406736373901367,0.8827226161956787
[2005年],-6.583564758300781,11.260562896728516
以来,-5.495469570159912,3.4852452278137207
のち,-8.424051284790039,-0.23677095770835876
20,1.5975183248519897,5.6414055824279785
時点,-0.5500937700271606,9.205537796020508
しか,6.246339797973633,-0.9103626608848572
再,-0.5512986183166504,5.282912254333496
彼ら,1.4750443696975708,-8.926862716674805
指定,3.0113348960876465,8.016979217529297
移籍,-7.7119245529174805,5.547986030578613
由来,1.7246791124343872,-3.912240982055664
自ら,-1.8753292560577393,-8.584264755249023
規模,4.421909809112549,5.358377933502197
情報,5.966745376586914,1.1192293167114258
方法,12.51752758026123,0.3307844400405884
完成,-1.0561820268630981,5.297382354736328
含ま,6.535953998565674,-0.3106992840766907
いずれ,4.117636680603027,2.6008660793304443
何,5.362391471862793,-8.460173606872559
構造,13.743749618530273,1.8854236602783203
製,5.495604991912842,8.129737854003906
非常,9.716949462890625,-3.5664918422698975
学校,-3.2885031700134277,-0.1549108624458313
国内,0.12879681587219238,5.494229316711426
行い,-1.006945252418518,0.9851358532905579
程度,10.460387229919434,2.8091623783111572
西,-3.2504005432128906,1.1599388122558594
達,-0.1832563281059265,-10.557474136352539
連続,3.875784397125244,5.641664981842041
結成,-11.894996643066406,2.767054319381714
分,3.635255813598633,6.185971736907959
村,-3.9222702980041504,-3.7564408779144287
である,3.879322052001953,-1.5298116207122803
タイトル,0.9619231224060059,4.792487621307373
調査,-0.7842190265655518,2.4517245292663574
提供,3.72542667388916,3.2121763229370117
物,10.517394065856934,-2.6251041889190674
生活,-0.936214804649353,-6.538618564605713
お,-0.928452730178833,-5.395740509033203
_,11.702497482299805,3.026038646697998
主張,0.05765092372894287,-6.2759246826171875
対象,5.645654201507568,2.704068422317505
よく,7.466113090515137,-6.67595100402832
級,1.178585410118103,7.884440898895264
説,3.1941299438476562,-6.842735290527344
所,0.24837303161621094,-0.5989660620689392
会,-6.46437406539917,1.032151222229004
周辺,2.858652114868164,0.48602303862571716
変化,12.148653030395508,-3.1575818061828613
場,0.9972423315048218,-0.4133501648902893
体,10.444671630859375,-2.8338966369628906
[2013年],-5.681602954864502,12.173460006713867
対戦,-2.1070942878723145,3.630948543548584
番,0.6881089210510254,4.808021068572998
以後,-5.07894229888916,1.1015920639038086
地方,-1.776407241821289,-0.4221763014793396
艦,3.1402721405029297,3.1533663272857666
しまっ,0.44544076919555664,-7.754310607910156
形式,9.029631614685059,5.752658843994141
巻,0.4966866970062256,1.4310390949249268
2つ,8.211381912231445,1.22532320022583
べき,6.474241256713867,-5.816699504852295
11,-0.7909424304962158,6.537667274475098
2010年,-3.6634349822998047,9.977170944213867
当,1.9611417055130005,3.7779524326324463
2人,-2.6157469749450684,-4.5141801834106445
状況,5.4356536865234375,-1.2393999099731445
結婚,-12.430737495422363,-4.578840732574463
娘,-7.668274402618408,-9.655762672424316
述べ,-0.5276105403900146,-7.538859844207764
2011年,-4.001900672912598,9.841715812683105
伴い,-3.807281017303467,7.28585147857666
管理,3.0444440841674805,4.202754974365234
高,6.161620140075684,0.8757805824279785
独立,-2.8490395545959473,1.7597193717956543
形成,6.400141716003418,-2.8475983142852783
[2014年],-5.780719757080078,12.247431755065918
局,-1.3258297443389893,8.009329795837402
たい,0.6315969228744507,-4.59672212600708
編成,0.7833752632141113,10.932943344116211
まま,1.4793826341629028,-2.6354641914367676
人間,8.61035442352295,-9.286290168762207
2012年,-4.0416436195373535,10.187811851501465
企業,2.4903669357299805,6.186676025390625
続い,-4.355129718780518,0.003240033984184265
東京,-6.2438578605651855,4.228089809417725
全国,-1.716320276260376,6.813401699066162
1つ,6.547767162322998,1.6629855632781982
発展,1.1337236166000366,-0.8811069130897522
姿,2.457099437713623,-8.577128410339355
2009年,-4.070786952972412,9.900835990905762
完全,5.465567588806152,0.7065273523330688
なけれ,3.777872085571289,-0.8713111281394958
〜,-2.0067548751831055,5.292893886566162
列車,5.32342004776001,6.173238754272461
先,1.7593520879745483,-0.8959894776344299
駅,2.6446475982666016,7.811992645263672
店,0.692979097366333,3.4045190811157227
成立,-2.7773337364196777,0.1403895914554596
妻,-8.154664039611816,-8.09601879119873
2月,-8.788064002990723,6.29311466217041
そこ,2.909323215484619,-7.398194789886475
はじめ,-2.8631997108459473,-2.09716796875
種類,15.70053482055664,5.6419219970703125
発行,-3.3056492805480957,8.352490425109863
期間,-0.37475210428237915,6.8595709800720215
2008年,-3.814802646636963,9.451240539550781
有名,-2.8919880390167236,-2.8010153770446777
強い,5.092885494232178,-7.3670501708984375
個,9.260601997375488,4.837285041809082
of,-4.076963424682617,2.7021257877349854
近く,0.7920244932174683,-1.3175082206726074
付近,1.535422921180725,1.6791810989379883
30,1.5851064920425415,5.507042407989502
4年,-9.956181526184082,2.407609462738037
対,0.02185070514678955,3.8293557167053223
一人,-4.284164905548096,-6.938398838043213
色,9.865653038024902,0.6677474975585938
整備,3.0883922576904297,5.496049404144287
新しい,3.9460763931274414,-0.3749535083770752
キャラクター,7.690970420837402,-0.029712796211242676
人々,2.172295570373535,-10.545971870422363
掲載,-0.6156101822853088,3.6778414249420166
最高,-1.1619611978530884,3.709599018096924
子供,0.6777679920196533,-6.267659664154053
2007年,-3.664292812347412,9.287483215332031
[2004年],-7.025763034820557,10.84776496887207
教授,-8.193170547485352,-1.6507620811462402
運用,6.486157417297363,10.442793846130371
歴史,-0.15537649393081665,-1.6476705074310303
相手,3.4145641326904297,-6.228264808654785
舞台,-3.322335720062256,-2.3092613220214844
15,0.2742023468017578,5.8787522315979
2013年,-3.839378833770752,10.02111530303955
では,2.0789694786071777,3.0341525077819824
み,1.7410377264022827,-6.520212173461914
選出,-9.873516082763672,5.339857578277588
付け,1.8367773294448853,-2.024921417236328
隊,-2.6889989376068115,-0.15817388892173767
表現,10.401657104492188,-5.630568027496338
関連,3.8613386154174805,2.231935977935791
十,-1.103082537651062,-3.7651712894439697
翌年,-11.376402854919434,3.6996710300445557
引退,-10.325728416442871,1.4054796695709229
2014年,-3.772451400756836,10.407453536987305
[俳優],-6.14304780960083,0.25021183490753174
能力,10.641430854797363,-1.9518990516662598
入る,0.3066277503967285,-1.948033332824707
移動,6.500728607177734,0.9540306329727173
＝,-1.2167911529541016,-0.767575204372406
可能性,7.316049575805664,-2.598280191421509
[2015年],-5.222227573394775,12.251315116882324
道,-0.4159773588180542,-4.01369047164917
高校,-3.059391498565674,1.67451810836792
例えば,6.972343921661377,0.47628816962242126
賞,-5.395577430725098,4.671319961547852
今,3.2688393592834473,-4.570974349975586
区間,5.529999256134033,10.331513404846191
クラブ,-2.880967855453491,5.004459857940674
エンジン,8.869955062866211,7.776411533355713
使っ,7.973567008972168,-4.7104058265686035
母,-6.350658893585205,-8.657767295837402
分類,10.744478225708008,2.3560421466827393
装備,10.605637550354004,5.6639227867126465
紹介,-1.2727254629135132,-1.6215689182281494
記述,5.655737400054932,-1.9008150100708008
出版,-6.485347270965576,0.6948041915893555
”,2.3143553733825684,-3.191439628601074
方面,-0.24207454919815063,2.775785207748413
連載,-2.177490711212158,2.413437604904175
デザイン,5.427592754364014,4.756175994873047
設け,1.9824949502944946,2.2879621982574463
同じく,-1.1946386098861694,0.46735090017318726
[2000年],-6.194736003875732,10.319686889648438
よれ,-6.546656608581543,-0.5121327042579651
批判,-0.7032222747802734,-5.496406078338623
派,-3.6220850944519043,-6.280887126922607
着,1.4598280191421509,0.2915855050086975
にとって,2.5435280799865723,-7.149670600891113
複数,7.978455543518066,0.688720703125
主要,1.620689034461975,3.8050124645233154
言葉,3.318723678588867,-9.474799156188965
経験,-1.226670742034912,-2.251154661178589
教育,-2.1874208450317383,-0.0448298454284668
言う,5.372879505157471,-9.020748138427734
外,5.17044734954834,-1.3880198001861572
復帰,-9.747746467590332,1.740086555480957
戦闘,5.306209564208984,-2.8667500019073486
為,3.414459228515625,-2.740628957748413
演奏,1.8406113386154175,-0.5313800573348999
支援,-4.540066719055176,0.6638851165771484
馬,1.304106593132019,-3.980027675628662
作ら,5.086925506591797,-2.564394235610962
公式,-0.6455590724945068,5.837540149688721
2015年,-3.5252695083618164,10.309110641479492
運転,4.574805736541748,7.599440097808838
基,4.652803897857666,3.7640774250030518
ぶり,-3.995297431945801,2.3184452056884766
含め,3.6383228302001953,0.6197446584701538
確認,5.762489318847656,-0.31187689304351807
近年,5.198447227478027,3.1204733848571777
受ける,-1.084106206893921,-4.0015869140625
拡大,2.8175106048583984,3.4375855922698975
表示,12.460540771484375,5.44790506362915
